filename,Artistic Categories,Total aesthetic score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood,Language Comment
03226c5683ed42e8b508bba98cba376b.jpg,oil painting*symbolism*portraiture,70,,,6.67,6.17,,7.17,7.17,6.5,6.5,,"The color combination is harmonious and unified, with rich color levels. Through the contrast and variation of colors, a unique atmosphere and emotion are created"
03238a557534418591f4664053fabf50.jpg,sketching*romanticism*portraiture,83.33,7.5,7.83,7.5,,7.5,,,8.33,8,,"The overall performance of the picture is good, the details are well portrayed, and the creativity is also good. It is a good work"
0324b0ffb71f490f9b2ef709b75471d0.jpg,sketching*classicism*landscapes,72.5,5.83,,6.33,6.67,6.5,5.67,,5.5,6.83,6.33,"The overall composition and focus of the picture are clear, and the level of differentiation in close range and mid range is not enough"
032584d368af42e489e5c33a53f56d47.jpg,sketching*classicism*still life,44.17,5,,4.83,4.67,4.67,4.5,,4.67,4.67,4.33,"The picture is complete, the colors are comfortable to draw, and the description of still life is clear. The structure of still life in the picture is relatively simple to depict"
0328c1cb0f564d3ca8ff28e4761c45c8.jpg,sketching*symbolism*landscapes,81.43,7.29,,7.86,7.86,7.43,7.86,,8,8,7.43,
032e2a4866834a93ac979a2df753dfb6.png,traditional Chinese painting*meticulous*floral and avian,55.83,6,,6,6,5.5,5.5,6.5,5.5,5.83,6,"Very innovative traditional Chinese painting techniques, with elegant colors and delicate shapes. The picture lacks a sense of order, the plants lack a distinction between size, priority, and detail, and the completeness of the picture is insufficient."
0333257ec47b4772ae2ea868fc55fc60.png,sketching*classicism*portraiture,76.67,,,7.17,6.83,,6.33,,7,7.17,,
03343e3f24dc4f10bb577dac86398b98.png,traditional Chinese painting*meticulous*portraiture,82.5,,,7.83,7.67,,7.5,7.83,7.83,7.67,,
0335d8d3247d42e0aadc05655da2fe36.jpg,oil painting*romanticism*still life,60,6.6,6.2,7,,7.2,,6.8,6.6,6.6,6.6,
033dcc846d8c4c5aba9639b2dc81cec1.jpg,traditional Chinese painting*freehand*floral and avian,25.83,4,3.17,3.5,,3.33,,3.17,3.33,3.33,3.5,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The spatial arrangement of this work is relatively reasonable, with slightly insufficient details and simple visuals"
033efd40ae424292b716efb861964cb0.jpg,traditional Chinese painting*meticulous*floral and avian,45.83,4.67,,4.5,4.83,4.67,4.33,4.5,4.5,4.67,4.33,"The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping. The atmosphere of the picture lacks artistic beauty, the plant subject lacks rich details, lacks distinction between primary and secondary sizes, and the picture is not full enough."
034fad34579f4f8ea8dbfe1ac31158d6.png,oil painting*classicism*landscapes,32,3.4,,3.4,3.8,3.6,3.2,3.6,3.2,3.6,2.8,
0357526fb093411583a4fed23e056d41.jpg,sketching*classicism*still life,63.33,5,,5.83,5.5,5.67,5.5,,5.33,6.33,5.83,"The overall effect of the picture is lifelike, and the lines on the picture are refined, accurate, and very good. The scene sketch is excellent in all aspects of the picture"
0358fb0ce8b3407f918b2cc1a28876fe.png,traditional Chinese painting*freehand*portraiture,69.17,7.17,7,7.17,,6.33,,6.83,7,6.67,,
035b265083f24b3a96ead72e6947d101.jpg,oil painting*romanticism*landscapes,59,6.2,5.4,6.2,,6,,6,5.6,6.2,5.4,
035db239b6744915a4cbd8ab071dba42.png,traditional Chinese painting*meticulous*floral and avian,69.17,7.67,,7,7,7.17,7,6.33,7,7,6.5,"Very innovative traditional Chinese painting techniques, with elegant colors and delicate shapes. The picture lacks composition, the main color of the plants does not have a color relationship with the background, the background color is too dark, and the ink is not transparent."
0373b2cc386342c984dfdd062cebe587.jpg,sketching*romanticism*portraiture,47.5,3.83,5.83,5,,5,,,4.5,5,,"The overall layout is clear and the theme is acceptable, but the drawing quality is not strong and the details are somewhat rough."
0375e5611aa3422c84cdc5bbacb8eed4.png,traditional Chinese painting*meticulous*floral and avian,65,6.83,,7,6.67,6.33,6,6.67,7,6.5,6,
0375ea7a00954ba2b265f3077f625b1f.jpg,traditional Chinese painting*freehand*portraiture,80.83,7.83,7.17,7.83,,7.33,,8,7.67,8,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively. The posture of the character is beautiful, but the lower body is too long, causing some deformation in the shape. The use of color and ink is very good"
0376878db88e4f5da3f7e913dd8b51be.jpg,sketching*classicism*portraiture,40.83,,,4,4,,3.5,,3.67,3.83,,"The character design in the picture is vivid, the perspective is not very accurate, and the in-depth portrayal is not enough"
037e7487e3c9463faadb34d5aa97a42a.jpg,sketching*classicism*portraiture,68.33,,,6.83,6.83,,6,,6.67,6.83,,"The completeness of the image is relatively high, with strong overall coherence, clear black, white, and gray, and thorough depiction."
03803387d6c64ae1890e3a4df11edfd5.png,oil painting*romanticism*still life,46,5,5,4.6,,4.6,,4.6,4.6,5.4,5.2,
038a90fa2b2b4d60898079efe5819dee.jpg,sketching*romanticism*landscapes,52.5,5.5,5.67,5.17,,5.33,,,5.17,5.5,6,"The composition is stable, the spatial depth is strong, and the light and shadow effects are slightly dull. Details processing needs to be strengthened"
03987e8af2f242f187bc15b5a6b7e64a.JPG,sketching*romanticism*still life,66.67,5.33,5.17,6,,6,,,5,6,5.17,
039c3514a9c14f7cb71f753ee118c9ab.png,traditional Chinese painting*freehand*portraiture,62.5,6.5,6.17,6.17,,6.33,,6.33,5.83,6.33,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively. The high-quality ink in this type of oblique theme is very good, and the lines are used well. The expressions of the characters are also very good"
039f2972e0954413804505da30417aff.png,oil painting*romanticism*landscapes,40,5.4,3.4,4,,4.6,,5.4,3.6,4.2,3.6,
03ab8317407b49ecb2f9eeec5255b0c1.jpg,sketching*symbolism*portraiture,41.67,,,4.33,4.17,,4.33,,3.83,3.83,,
03b3533f14464b69bf259ca0d7fc58f3.jpg,oil painting*romanticism*still life,72,6.8,6.2,6.8,,6.8,,6.6,6.2,7.2,6.6,
03b4a514cf6a47bca5d06ed68333904e.png,traditional Chinese painting*meticulous*mountains and water,76.67,7.5,,7.67,7.17,7.33,7.17,7.5,7.17,8,7.5,
03bbd97c688d4f83901719171d02e41e.jpg,sketching*classicism*landscapes,54.17,5.17,,4.67,5.67,5.5,4,,4.17,5,4.83,"The linear representation of the screen is relatively good, and the overall composition is also very full. The trees in the middle scene are not clearly distinguished in terms of hierarchy"
03bcb2cc7e7f45bbac8e9e47c9200fa4.jpg,oil painting*classicism*still life,57.5,6.83,,6,5.5,6.5,5.67,6.5,6.5,6.67,6.5,"The overall picture is somewhat flat, with rough brushstrokes and very soft color tones, successfully creating a sense of atmosphere."
03ce3cdbc0394b608c5c052f38a735db.png,traditional Chinese painting*freehand*floral and avian,72.5,7.17,6.83,7,,6.67,,7,7.17,6.83,6.83,
03cf2220e3624f0695133e195fbe79f3.jpg,sketching*classicism*landscapes,69.17,6.33,,5.83,6.17,5.83,6.33,,6.33,6.5,5.33,
03d15080e4ce480d9bee0d045a2bcb68.jpg,oil painting*romanticism*landscapes,66,7.2,6.6,5.4,,6.8,,6.4,6.2,6.4,6,
03d21b2c7c11418496dcc5c73f115f41.jpg,sketching*romanticism*portraiture,68.33,6.67,7.5,5.83,,6,,,5.67,5.5,,
03e04ca5bfb74516b39d2d354dfa1fe9.jpg,oil painting*symbolism*landscapes,55.83,5.5,,5.67,5.5,6.17,6,6,5.67,5.67,6.17,"The colors are vivid, and the combination of mountains, waters, and plants is refreshing."
03e82ae6b16a41d6909a7df42ebfcb63.jpg,sketching*classicism*portraiture,74.17,,,6.33,6.5,,6.67,,6.83,6.83,,"The completeness of the image is relatively high, with strong overall coherence, clear black, white, and gray, and thorough depiction."
03f1bc0cf48a41c7830a9247408242e5.jpg,sketching*symbolism*portraiture,40.83,,,5,4,,3.83,,4.5,4.17,,"The characters are not quite aligned, the facial structure is weak, and there is a lack of detailed depiction"
03f8f768aea34d9f8da65caaae0ca7f5.png,traditional Chinese painting*meticulous*mountains and water,68.33,7,,6.67,6.5,6.83,6.5,6.67,6.67,6.67,6.83,"Very innovative traditional Chinese painting techniques, with elegant colors and delicate shapes. The stable color tone of the picture is unified, with a certain level of ink expression language, reflecting both reality and virtuality"
03f935a83d464fc6b087ed9e6d495299.jpg,sketching*romanticism*landscapes,71.67,5.5,5.83,5.83,,6,,,5.17,6,6.17,"The composition is stable, the black and white contrast is acceptable, the lines are average, and the light and shadow effects are slightly dull. Details processing needs to be strengthened"
03f9ed1883ac4698ae51cf11413d6323.jpg,sketching*classicism*still life,73.33,6.5,,7.33,6,6.5,7.33,,7,7,5.83,
03fb359a35e34343a0f8fd0e73f93ebf.jpg,oil painting*romanticism*portraiture,71.43,7.14,6.86,6.86,,6.57,,6.86,6.57,7.14,,"Harmonious colors, strong spatial sense, rich visual layers, and full color emotions. The details are delicately portrayed, with a touch of delicacy in the bold frame."
040c51ac2c874b059ef9165266db9105.jpg,sketching*romanticism*landscapes,70.83,6.17,6,6.83,,5.83,,,6,6.83,6.67,
041da8fd6e424352ae416952b9b7a02c.jpg,sketching*romanticism*landscapes,49.17,5,5.83,4.17,,4.17,,,3.67,4.33,4.33,
0423c2e288c74ff0ac9a4b18cd7d8188.jpg,sketching*classicism*landscapes,73.33,6,,6.17,5.17,6.17,6.17,,6.17,5.83,4.83,
042cd216b4234a4ba5d301a021b7e143.jpg,oil painting*classicism*still life,77,7.6,,7.4,6.4,7.2,6.4,6.8,7.4,7.2,6.6,
04396fdeaec6417bb19a60f9b28a532a.png,sketching*symbolism*portraiture,52.5,,,5.67,5.33,,5,,4.5,4.83,,
0444e8a10946440d94b2a150b8ac4011.jpg,sketching*classicism*portraiture,80.83,,,7.83,8.33,,7.5,,7.5,7.83,,
0445e17d7b0744e2b161ddc7c44f4f22.png,traditional Chinese painting*meticulous*mountains and water,39.17,4.67,,3.83,3.5,3.67,3.5,3.5,3.67,3.33,3.17,
044e8bcb2a1e49f39e3f2a16c5762aa1.jpg,sketching*classicism*landscapes,50,5.17,,5.5,5.17,5.5,4,,4.33,5.17,5.17,"The visual representation is relatively complete. The composition center of gravity is too far to the right, and there is no clear distinction between levels in the middle shot"
04534e68475a4842a5c78e3dbb93ab59.JPG,sketching*romanticism*landscapes,67.5,5.67,6.17,5.33,,6,,,5.83,5.83,6.5,
0459ad3591a74500875ccae23b1c53a2.jpg,sketching*romanticism*portraiture,72.5,6.67,6.5,6.67,,6.67,,,7.17,6.33,,"The ability to delve deeper into the image is ordinary in creativity, with unclear order and the need for boldness."
04614550775741d290a60d5a37b5e147.jpg,sketching*symbolism*portraiture,80.83,,,7.67,7.67,,7.5,,7.67,7.83,,"The character composition is accurate, the facial structure is clear, the expression is vivid, and the details are rich"
04627c81c55d472189de017033613309.jpg,oil painting*symbolism*landscapes,52.5,5.33,,5,4.67,5.67,5.5,5.33,4.83,5.33,5.67,
04639d760a4c46a4acd2f48a5351c79c.jpg,oil painting*symbolism*landscapes,77.5,8.17,,7.33,7.33,7.17,7.5,7.33,7.67,7.5,7.5,
0466caedbe014b6aa227647f6669fac4.png,traditional Chinese painting*meticulous*portraiture,74.17,,,7.5,7.17,,7,7.17,8,7.17,,
04723a460a984be1afca137d28b80832.jpg,sketching*romanticism*portraiture,34.17,3.67,3.67,3.33,,3.33,,,3.17,3.5,,
047987997bcc4919a3cc413f16ab5ab3.png,traditional Chinese painting*freehand*mountains and water,70,7,6.67,6.83,,6.83,,6.67,6.83,6.67,6.83,"Lack of details and insufficient ink in color. The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception."
0485b316aa654f3088030b94e70f215b.jpg,oil painting*classicism*still life,56,5.2,,5.4,4.8,5,5.4,5.8,5.8,4.8,5.2,
048755fd2a3948c1b72060e92bbc7757.jpg,oil painting*romanticism*landscapes,64,6.2,6.2,6,,6,,6.4,6,7,7,
049319e95374423a927827c2805fce32.png,traditional Chinese painting*freehand*floral and avian,75.83,7.67,6.83,7.33,,7,,7.17,7.17,7.33,7.17,
049468e92fc54edfbba69a10f61cac1f.jpg,sketching*romanticism*still life,46.67,4.33,4,3.5,,3.33,,,3.67,4,3.83,
049c95b2129c45ebbf9020e92c8e049a.jpg,oil painting*romanticism*landscapes,68,7,7.6,6.6,,7,,6.4,6.6,7,7,
04a474b491854932b09489dcf562091a.jpg,sketching*romanticism*landscapes,27.86,3.29,3.14,3.29,,3.14,,,2.71,2.86,3.29,"The composition layout is relatively simple, with a single black and white hierarchy, unclear themes, and missing details"
04aadee04e0e4ad4aabc786e2ff031f7.png,oil painting*romanticism*portraiture,70.83,6.83,7.33,6,,7,,6.5,7.33,7.33,,
04cf4d5254bf4a17932074b609c170fb.jpg,oil painting*romanticism*still life,81.43,8.14,8,7.86,,7.71,,8,7.86,7.57,7.86,"This work has a very rich variety of colors, and the composition can be further improved. The composition of the picture is perfect, with high brightness colors creating a relaxed atmosphere, rich color processing, and vivid details."
04d1b38e4d994acfb42fd85e172b8181.jpg,oil painting*classicism*still life,79.17,7.67,,7.33,6.67,8.17,7.83,7.33,7.67,7.5,7.83,
04d70e8d0b764616be6b67d59e8a8055.jpg,oil painting*romanticism*portraiture,67.5,7.33,6.83,5.67,,6.83,,5.5,6.17,7.83,,
04e8991de9394f13ac82d4ca27041ef5.png,traditional Chinese painting*freehand*portraiture,79.17,7.83,7.33,7.67,,8,,7.17,7.67,7.83,,"This artwork in this pattern can be said to be a masterpiece with just the right composition and good color and ink for the characters. The brushstrokes and colors are very regular, and the artistic conception is very strong."
04e89b2588ab4298a3ffaf182aa59653.png,traditional Chinese painting*freehand*mountains and water,65.83,6.83,7,6.67,,6.5,,6.67,6.5,6.5,6.67,
04f396085e3247c9a63f14e0c625caa8.jpg,oil painting*symbolism*still life,80,7.71,,7.57,8.14,7.71,7.71,7.71,7.43,7.57,7.57,"The color scheme is rich, and the spatial hierarchy is also sufficient, lacking a finishing touch."
04f4b39d9f704cd59051caa7d498ba5e.png,traditional Chinese painting*meticulous*mountains and water,70.83,7.33,,6.67,6.33,6,6.83,6.17,6.67,7,7,"Very innovative traditional Chinese painting techniques, with elegant colors and delicate shapes. The stable color tone of the picture is unified, with a certain level of ink expression language, reflecting both reality and virtuality"
0501ec6c593b42a2b25fe1d3766930d3.jpg,sketching*classicism*landscapes,70,5.83,,6.5,5.5,6.17,7.17,,6,6.83,5.17,
0502ee174d1243769aefd8629d704d62.jpg,oil painting*symbolism*still life,82,8,,7.8,8.2,7.6,7.6,7.8,8,8.2,7.6,
05031c59670f497284aff58c93044038.jpg,sketching*symbolism*portraiture,75,,,7.17,7.5,,6.83,,7.17,7.17,,"The character composition is accurate, the facial structure is clear, the expression is vivid, and the details are rich"
050bd18e80d44e5e9301ff29f728dfc2.jpg,oil painting*classicism*landscapes,74.17,7.17,,7,7.5,7,7,7.17,6.83,7,7.17,"The composition is rigorous and complete, the visual effect of the picture is strong, the colors are very clever, and the scenery is very exquisite"
050bf2193ddc47e18900724eca1fc959.jpg,sketching*romanticism*portraiture,71.67,6,5.83,5.5,,6.33,,,5.33,5.5,,
050dd171810748668c4850fcd17490ec.jpg,oil painting*classicism*still life,77.5,7.67,,7.67,7,7.17,7.5,7.33,7.5,7.33,7.17,"The flower details are portrayed very well, and the bottle body has a sense of light. The overall distinction between light and dark is very good, highlighting the visual center"
050e1af5d4204b3db39709d41eb6fdd9.jpg,oil painting*classicism*landscapes,58.33,5.17,,5.33,5.17,5.17,5.33,5.83,4.5,4.83,5.33,"The composition is rigorous and complete, the visual effect of the picture is strong, the colors are very clever, and the large color blocks match harmoniously"
051877ad4ead40e2a7014b5d5917d083.jpg,sketching*symbolism*portraiture,76.67,,,7.83,7.17,,6.83,,7.17,7.17,,"The character composition is accurate, the facial structure is clear, the expression is vivid, and the details are rich"
052d9ee493824b7d900892a9b3cb3eeb.jpg,oil painting*classicism*still life,62.5,6.83,,6.17,6,6.67,6.5,6.5,6,6,5.67,
053abbf5e21642d18f88a9763ec1c6ee.jpg,sketching*classicism*landscapes,55,5.33,,5,5.17,5.5,4.67,,5.17,5.5,5.67,"The linear representation of the screen is relatively uniform, and the composition is also very full. There is no clear distinction between levels in the middle shot"
053acd0e49f34083afd657155236c265.jpg,oil painting*symbolism*portraiture,91.67,,,8.83,9,,9.17,8.83,8.83,9.17,,
053d9f0be75a441bb17ad7a8da4ee64a.jpg,sketching*romanticism*portraiture,50.83,5.17,5.17,5.33,,5,,,4.17,5.33,,"The overall atmosphere is strong, but the rigor is not high, and there are also ideas and creativity."
